日期,大类名称,中类名称,商品名称,销售数量,销售金额,退货金额,折扣金额,利润率,客单价
2023-07-26,家居用品,家纺,床上四件套,84,29208.12,617.51,2115.57,0.46,347.72
2023-07-26,食品,调味品,调味料,149,2254.99,54.06,136.0,0.27,15.13
2023-07-26,食品,调味品,酱油,399,365237.05,15960.17,22008.1,0.3,915.38
2023-07-26,电子产品,平板电脑,小米平板,83,670989.11,27937.33,58994.9,0.37,8084.21
2023-07-26,服装,运动装,耐克运动服,175,82493.13,3473.59,6430.04,0.24,471.39
2023-07-26,电子产品,平板电脑,Samsung Tab,16,25742.6,678.82,3393.85,0.28,1608.91
2023-07-26,服装,女装,套装,195,24622.61,1023.53,1990.07,0.27,126.27
2023-07-27,食品,粮油,有机大米,420,24422.93,1018.91,1778.04,0.45,58.15
2023-07-27,电子产品,游戏机,Switch Lite,74,283328.97,4155.9,16997.08,0.46,3828.77
2023-07-27,食品,生鲜,三文鱼,226,99920.03,1748.29,14865.48,0.34,442.12
2023-07-27,电子产品,平板电脑,华为MatePad,69,628508.58,24661.74,83370.37,0.25,9108.82
2023-07-27,服装,男装,衬衫,35,30277.51,1440.11,4236.23,0.33,865.07
2023-07-27,家居用品,卫浴,镜子,17,29061.61,370.77,3188.12,0.46,1709.51
2023-07-27,服装,童装,品牌童装,14,11177.62,146.4,857.83,0.45,798.4
2023-07-27,家居用品,收纳,储物箱,107,363526.46,10761.12,34471.88,0.47,3397.44
2023-07-27,服装,女装,套装,147,135575.92,6052.18,10947.76,0.46,922.29
2023-07-28,服装,配饰,手表,65,65619.54,1197.97,9546.06,0.41,1009.53
2023-07-28,食品,粮油,有机大米,167,132675.52,5434.62,10823.01,0.37,794.46
2023-07-28,家居用品,家具,床架,55,228881.8,7021.01,16547.43,0.26,4161.49
2023-07-28,电子产品,平板电脑,Samsung Tab,36,243256.24,9557.78,26838.91,0.2,6757.12
2023-07-28,服装,运动装,安德玛,287,119527.32,5888.36,7226.7,0.22,416.47
2023-07-28,家居用品,家纺,蚕丝被,123,283719.78,8459.21,16968.76,0.16,2306.66
2023-07-28,食品,粮油,调和油,56,15306.46,739.58,1200.85,0.43,273.33
2023-07-28,食品,调味品,松露油,219,28587.28,707.12,3861.28,0.21,130.54
2023-07-28,家居用品,厨具,料理机,133,171634.28,3044.18,16520.39,0.47,1290.48
2023-07-29,食品,粮油,有机大米,462,171370.51,4829.34,22835.06,0.4,370.93
2023-07-29,食品,调味品,调味料,198,72623.21,1262.06,9776.33,0.46,366.78
2023-07-29,家居用品,卫浴,镜子,69,76178.11,2441.84,7936.48,0.37,1104.03
2023-07-29,服装,配饰,奢侈品包包,89,79469.59,1130.87,11705.21,0.42,892.92
2023-07-29,电子产品,智能手表,OPPO Watch,56,311151.95,12395.06,37387.71,0.16,5556.28
2023-07-29,家居用品,收纳,置物架,196,221135.13,3123.64,17879.26,0.48,1128.24
2023-07-29,服装,运动装,阿迪达斯,156,410982.99,11219.12,61543.55,0.24,2634.51
2023-07-29,服装,配饰,手表,31,10079.18,112.49,1433.72,0.44,325.13
2023-07-30,家居用品,收纳,置物架,183,296449.46,13904.55,41361.33,0.28,1619.94
2023-07-30,电子产品,平板电脑,华为MatePad,86,826417.58,30584.53,107496.97,0.24,9609.51
2023-07-30,服装,童装,儿童套装,105,101608.59,2913.05,14040.96,0.46,967.7
2023-07-30,服装,配饰,帽子,262,70115.73,2465.98,6795.81,0.2,267.62
2023-07-30,电子产品,平板电脑,iPad Pro,51,119147.26,5330.04,7401.65,0.15,2336.22
2023-07-30,食品,饮料,进口红酒,57,9602.06,236.75,970.83,0.3,168.46
2023-07-30,家居用品,收纳,储物箱,31,77057.66,3580.01,3910.71,0.17,2485.73
2023-07-30,服装,运动装,耐克运动服,62,153585.35,7387.43,22710.18,0.46,2477.18
2023-07-30,食品,粮油,橄榄油,145,13159.65,331.87,1515.54,0.37,90.76
2023-07-30,家居用品,厨具,料理机,25,109279.89,2982.45,7520.61,0.41,4371.2
2023-07-30,家居用品,家具,办公椅,145,402428.3,18601.27,41534.41,0.26,2775.37
2023-07-30,食品,饮料,果汁,77,61411.33,997.27,8370.97,0.4,797.55
2023-07-30,服装,配饰,帽子,81,20367.28,432.26,2698.63,0.48,251.45
2023-07-30,电子产品,手机,OPPO Find X,61,305245.83,14092.69,42578.98,0.26,5004.03
2023-07-30,食品,零食,进口巧克力,324,206821.95,3386.0,14184.86,0.4,638.34
2023-07-30,家居用品,家纺,羽绒被,58,118178.56,3515.29,12289.11,0.43,2037.56
2023-07-31,服装,配饰,钻石项链,55,34591.61,806.87,2368.27,0.41,628.94
2023-07-31,家居用品,灯具,北欧吊灯,152,616524.86,10546.24,68203.95,0.21,4056.08
2023-07-31,食品,生鲜,海鲜礼盒,469,24036.53,627.33,2873.57,0.39,51.25
2023-07-31,食品,零食,薯片,64,28228.89,1232.82,2457.38,0.24,441.08
2023-07-31,家居用品,家具,真皮沙发,195,81184.61,3551.24,6437.69,0.36,416.33
2023-07-31,家居用品,家具,办公椅,8,2220.64,98.46,120.55,0.38,277.58
2023-07-31,电子产品,配件,平板保护套,14,91723.16,1489.31,13212.66,0.34,6551.65
2023-07-31,食品,调味品,进口橄榄油,181,45078.62,1811.9,6225.93,0.16,249.05
2023-07-31,电子产品,笔记本,联想ThinkPad,1,9034.32,348.27,674.54,0.18,9034.32
2023-07-31,电子产品,平板电脑,iPad Air,4,4991.78,121.12,641.95,0.3,1247.95
2023-07-31,服装,运动装,耐克运动服,244,424518.01,9873.22,53726.67,0.33,1739.83
2023-07-31,电子产品,平板电脑,小米平板,9,3762.04,155.93,328.95,0.23,418.0
2023-07-31,服装,女装,套装,234,13507.61,388.69,1140.34,0.39,57.72
2023-07-31,家居用品,厨具,料理机,181,86082.25,1276.55,9016.57,0.19,475.59
2023-07-31,服装,配饰,帽子,154,77826.52,2390.98,5350.73,0.16,505.37
2023-07-31,家居用品,灯具,水晶吊灯,101,112856.56,4671.53,10409.05,0.16,1117.39
2023-08-01,食品,生鲜,牛肉,311,265463.82,6075.46,28150.74,0.24,853.58
2023-08-01,电子产品,配件,无线耳机,7,13781.77,286.74,1599.88,0.25,1968.82
2023-08-01,家居用品,卫浴,浴室柜,114,372625.08,3869.23,26464.16,0.42,3268.64
2023-08-01,家居用品,卫浴,镜子,191,236067.13,5393.19,20391.54,0.47,1235.95
2023-08-01,服装,童装,儿童套装,47,61972.22,782.69,8791.57,0.47,1318.56
2023-08-01,服装,配饰,手表,288,136860.44,5292.73,17289.28,0.21,475.21
2023-08-01,服装,男装,裤子,203,292805.42,13290.52,21836.41,0.45,1442.39
2023-08-01,家居用品,收纳,收纳柜,196,263310.21,3746.3,33009.74,0.48,1343.42
2023-08-01,电子产品,手机,OPPO Find X,75,344845.14,8690.79,51297.29,0.34,4597.94
2023-08-01,食品,零食,高端坚果,237,34214.53,1631.79,3393.98,0.25,144.37
2023-08-01,服装,运动装,彪马,42,96712.76,4131.16,5184.76,0.45,2302.68
2023-08-01,服装,运动装,彪马,88,108705.4,5220.19,11911.1,0.48,1235.29
2023-08-01,家居用品,家纺,蚕丝被,82,50501.23,1097.94,6973.62,0.48,615.87
2023-08-01,家居用品,灯具,北欧吊灯,187,482994.58,9667.89,46922.61,0.4,2582.86
2023-08-01,食品,零食,饼干,109,88361.72,2639.13,13175.85,0.47,810.66
2023-08-01,服装,童装,运动服,96,283134.59,9506.29,21327.04,0.16,2949.32
2023-08-01,食品,零食,糖果,176,103373.38,2728.6,12131.89,0.43,587.35
2023-08-02,家居用品,厨具,料理机,56,63714.24,2088.55,9108.85,0.37,1137.75
2023-08-02,家居用品,灯具,射灯,81,105532.45,3864.74,11973.64,0.3,1302.87
2023-08-02,服装,男装,衬衫,132,364125.08,6705.88,42661.83,0.3,2758.52
2023-08-02,电子产品,平板电脑,iPad Air,11,80784.75,3080.33,8756.87,0.48,7344.07
2023-08-02,服装,男装,商务西服,161,209922.99,8446.79,16699.01,0.46,1303.87
2023-08-02,电子产品,游戏机,PS4 Pro,9,85624.83,1045.02,11808.45,0.35,9513.87
2023-08-02,食品,零食,饼干,55,22448.57,782.37,1451.39,0.21,408.16
2023-08-02,电子产品,笔记本,华为MateBook,11,86936.83,2037.54,12199.19,0.4,7903.35
2023-08-02,服装,运动装,阿迪达斯,57,108220.25,5263.99,8159.76,0.26,1898.6
2023-08-02,服装,运动装,李宁,263,518228.48,10737.16,76412.51,0.34,1970.45
2023-08-02,家居用品,家纺,羽绒被,198,380041.61,15346.53,45311.66,0.37,1919.4
2023-08-02,食品,粮油,进口面粉,180,20842.55,594.27,3029.85,0.33,115.79
2023-08-02,服装,女装,外套,28,44806.54,1965.86,4468.89,0.19,1600.23
2023-08-02,食品,零食,饼干,242,55722.67,2182.8,3415.01,0.34,230.26
2023-08-02,电子产品,笔记本,联想ThinkPad,53,234519.35,2397.25,20592.45,0.2,4424.89
2023-08-02,家居用品,家纺,地毯,140,633861.74,8163.19,60680.2,0.49,4527.58
2023-08-02,电子产品,相机,尼康Z6,53,448825.54,5296.31,25697.58,0.45,8468.41
2023-08-02,电子产品,平板电脑,Samsung Tab,39,238951.82,4055.28,14460.07,0.35,6126.97
2023-08-02,食品,饮料,矿泉水,309,272272.39,7302.98,14757.01,0.17,881.14
2023-08-03,电子产品,平板电脑,华为MatePad,27,122827.21,2316.65,9140.72,0.21,4549.16
2023-08-03,电子产品,相机,索尼A7M4,50,192401.63,9523.86,26512.54,0.39,3848.03
2023-08-03,家居用品,家纺,毛巾套装,122,269563.15,4383.78,37641.53,0.43,2209.53
2023-08-03,食品,生鲜,蔬菜,269,255502.96,3295.62,14421.5,0.44,949.83
2023-08-03,家居用品,收纳,置物架,185,274528.09,9010.57,34640.84,0.16,1483.94
2023-08-03,家居用品,卫浴,镜子,85,368287.02,4402.56,29895.55,0.26,4332.79
2023-08-03,服装,女装,套装,79,88308.51,4037.55,5510.01,0.32,1117.83
2023-08-03,食品,饮料,矿泉水,397,243350.51,3644.09,16424.77,0.38,612.97
2023-08-03,服装,男装,休闲西装,253,692747.54,13280.18,46891.63,0.2,2738.13
2023-08-03,服装,运动装,彪马,223,285759.45,14163.13,39279.09,0.21,1281.43
2023-08-03,电子产品,手机,小米14,57,530767.38,15151.95,66371.66,0.35,9311.71
2023-08-04,服装,运动装,彪马,24,57615.83,2355.63,8485.11,0.32,2400.66
2023-08-04,电子产品,配件,手机壳,76,318638.32,6247.59,15947.89,0.48,4192.61
2023-08-04,家居用品,家纺,蚕丝被,160,57430.21,2140.28,4462.21,0.18,358.94
2023-08-04,服装,男装,夹克,100,162027.57,6508.45,20216.58,0.49,1620.28
2023-08-04,服装,配饰,手表,32,72108.56,3439.5,9493.02,0.4,2253.39
2023-08-04,电子产品,手机,华为P60,34,270006.57,2935.44,40326.01,0.41,7941.37
2023-08-04,服装,运动装,安德玛,150,208626.72,6281.3,23577.52,0.15,1390.84
2023-08-04,家居用品,收纳,整体衣柜,146,57983.22,2716.89,5778.21,0.3,397.15
2023-08-04,食品,饮料,进口红酒,159,115515.63,4104.2,9928.49,0.16,726.51
2023-08-04,电子产品,笔记本,联想ThinkPad,34,256385.94,5416.39,35957.47,0.39,7540.76
2023-08-05,家居用品,家纺,床上四件套,30,7321.67,223.74,637.63,0.28,244.06
2023-08-05,食品,饮料,果汁,321,56267.07,2387.08,6608.12,0.44,175.29
2023-08-05,电子产品,笔记本,戴尔XPS,35,233898.12,2806.73,14485.61,0.33,6682.8
2023-08-05,服装,配饰,奢侈品包包,123,137960.58,1606.32,20539.41,0.48,1121.63
2023-08-05,食品,粮油,面条,301,135875.26,5253.05,10218.5,0.23,451.41
2023-08-05,服装,童装,连衣裙,19,29995.43,479.17,3217.3,0.37,1578.71
2023-08-05,服装,女装,羽绒服,215,116995.07,2473.47,13017.56,0.41,544.16
2023-08-05,电子产品,游戏机,PS5,96,754841.39,28650.98,65600.47,0.35,7862.93
2023-08-05,服装,配饰,帽子,134,121111.75,4847.3,8148.61,0.45,903.82
2023-08-05,家居用品,家纺,羽绒被,69,104896.41,1105.63,12399.17,0.2,1520.24
2023-08-05,电子产品,游戏机,Switch OLED,17,87733.71,3992.9,5530.04,0.46,5160.81
2023-08-05,电子产品,平板电脑,小米平板,54,415726.42,17969.7,54647.1,0.19,7698.64
2023-08-05,服装,女装,真丝旗袍,299,481742.17,20945.9,58040.63,0.36,1611.18
2023-08-06,服装,配饰,手表,291,550201.38,15818.5,74482.28,0.48,1890.73
2023-08-06,电子产品,相机,松下S5,63,217732.13,7551.87,24771.76,0.25,3456.07
2023-08-06,家居用品,灯具,台灯,49,117999.97,2502.08,12961.91,0.48,2408.16
2023-08-06,家居用品,家纺,毛巾套装,43,189508.85,2734.08,27011.6,0.39,4407.18
2023-08-06,电子产品,智能手表,Apple Watch,80,401689.05,12329.87,30844.28,0.23,5021.11
2023-08-06,食品,饮料,咖啡,393,189737.63,3368.72,17143.18,0.42,482.79
2023-08-06,食品,饮料,咖啡,188,176797.94,8381.35,25947.44,0.17,940.41
2023-08-06,家居用品,收纳,置物架,175,283438.82,5765.48,39305.69,0.37,1619.65
2023-08-06,电子产品,配件,充电器,86,654428.15,20657.7,79369.23,0.31,7609.63
2023-08-06,服装,运动装,彪马,38,17139.22,430.94,2173.54,0.36,451.03
2023-08-06,家居用品,灯具,射灯,152,427130.51,10276.47,37567.97,0.46,2810.07
2023-08-06,服装,配饰,围巾,12,9779.33,129.6,1395.69,0.32,814.94
2023-08-06,电子产品,手机,OPPO Find X,67,210269.12,9947.2,25183.2,0.44,3138.35
2023-08-06,服装,女装,羽绒服,82,42744.98,1296.74,6126.04,0.49,521.28
2023-08-06,服装,配饰,帽子,153,61672.25,1015.5,6468.32,0.47,403.09
2023-08-07,服装,运动装,李宁,86,121812.1,2594.78,17819.94,0.24,1416.42
2023-08-07,食品,生鲜,海鲜礼盒,32,13653.87,561.17,1670.76,0.29,426.68
2023-08-07,食品,调味品,松露油,189,118215.55,1960.3,10357.37,0.37,625.48
2023-08-07,电子产品,相机,索尼A7M4,94,277096.83,6013.82,41297.17,0.39,2947.84
2023-08-07,食品,生鲜,蔬菜,80,24125.63,1018.85,2848.45,0.37,301.57
2023-08-07,服装,童装,儿童套装,40,109744.82,4620.45,11778.39,0.19,2743.62
2023-08-07,电子产品,配件,笔记本支架,89,358332.08,4277.52,32767.25,0.25,4026.2
2023-08-07,家居用品,灯具,水晶吊灯,163,372411.29,9045.49,47395.39,0.4,2284.73
2023-08-07,服装,女装,真丝旗袍,253,602802.02,10773.65,67055.75,0.2,2382.62
2023-08-07,家居用品,厨具,料理机,80,293528.54,8996.91,38964.38,0.49,3669.11
2023-08-07,电子产品,相机,富士X-T4,98,180282.29,4096.64,23441.68,0.39,1839.62
2023-08-08,服装,配饰,钻石项链,216,267236.53,5077.49,14880.47,0.16,1237.21
2023-08-08,食品,调味品,松露油,315,188312.94,2779.9,21116.96,0.44,597.82
2023-08-08,电子产品,平板电脑,iPad Air,26,100075.38,1598.65,5255.46,0.3,3849.05
2023-08-08,食品,调味品,酱油,296,81837.12,1654.17,12052.47,0.37,276.48
2023-08-08,家居用品,收纳,收纳盒,83,330124.55,5651.07,37527.96,0.36,3977.4
2023-08-08,食品,生鲜,蔬菜,176,68898.93,1417.64,5821.82,0.26,391.47
2023-08-08,食品,调味品,松露油,435,317404.29,9248.24,31531.7,0.35,729.67
2023-08-08,电子产品,智能手表,华为Watch,29,143127.47,6045.35,17266.85,0.26,4935.43
2023-08-08,食品,粮油,调和油,217,64697.41,1963.25,5915.12,0.16,298.14
2023-08-08,服装,运动装,彪马,101,36097.6,1057.27,1822.24,0.24,357.4
2023-08-08,家居用品,家具,真皮沙发,88,189912.83,8630.95,25239.89,0.39,2158.1
2023-08-08,电子产品,相机,索尼A7M4,6,15138.56,247.05,2002.13,0.32,2523.09
2023-08-08,家居用品,收纳,收纳柜,94,87887.47,2256.98,5081.24,0.42,934.97
2023-08-09,家居用品,厨具,炒锅套装,71,113325.35,1742.53,13520.29,0.21,1596.13
2023-08-09,服装,女装,套装,103,265743.96,13077.78,16382.93,0.24,2580.04
2023-08-09,电子产品,相机,富士X-T4,96,482030.01,16923.16,29954.14,0.48,5021.15
2023-08-09,家居用品,家纺,地毯,142,696115.91,11659.41,71973.9,0.49,4902.22
2023-08-09,服装,配饰,钻石项链,113,289913.54,12810.45,22649.12,0.36,2565.61
2023-08-09,服装,配饰,手表,60,51056.8,664.2,4460.53,0.19,850.95
2023-08-09,服装,男装,休闲西装,115,303005.13,10132.38,15524.07,0.25,2634.83
2023-08-09,食品,零食,高端坚果,156,125167.12,4649.08,14001.17,0.4,802.35
2023-08-09,家居用品,收纳,储物箱,148,659000.96,11664.02,72496.85,0.26,4452.71
2023-08-09,电子产品,相机,松下S5,26,186575.69,4054.71,18041.8,0.44,7175.99
2023-08-09,家居用品,家具,床架,184,760051.82,14779.66,103841.33,0.31,4130.72
2023-08-09,家居用品,厨具,料理机,117,215221.93,3709.38,29504.48,0.42,1839.5
2023-08-09,电子产品,配件,无线耳机,20,96363.1,3261.88,9445.59,0.22,4818.16
2023-08-09,电子产品,手机,iPhone 14 Pro,63,125130.27,4100.17,13905.58,0.34,1986.19
2023-08-09,服装,童装,连衣裙,33,19630.57,624.97,2809.11,0.18,594.87
2023-08-10,电子产品,平板电脑,Samsung Tab,52,212467.27,10581.79,24412.6,0.17,4085.91
2023-08-10,家居用品,家纺,羽绒被,17,44010.94,702.76,6557.6,0.19,2588.88
2023-08-10,服装,配饰,奢侈品包包,216,635696.37,21976.7,59971.47,0.39,2943.04
2023-08-10,服装,运动装,安德玛,10,20400.71,730.8,1599.6,0.38,2040.07
2023-08-10,家居用品,厨具,电饭煲,161,792009.9,9050.56,118480.87,0.28,4919.32
2023-08-10,家居用品,灯具,北欧吊灯,63,267333.65,4027.66,20197.66,0.28,4243.39
2023-08-10,电子产品,相机,富士X-T4,91,171635.56,7378.95,12962.64,0.39,1886.11
2023-08-10,服装,女装,真丝旗袍,185,240665.14,6570.57,31484.96,0.34,1300.89
2023-08-10,电子产品,手机,小米14,78,772796.39,11217.22,68062.95,0.39,9907.65
2023-08-10,电子产品,配件,笔记本支架,48,346694.81,14427.58,18719.86,0.22,7222.81
2023-08-10,家居用品,家纺,羽绒被,109,190271.15,4652.03,25398.99,0.2,1745.61
2023-08-10,食品,饮料,茅台酒,173,94498.92,4651.16,5789.09,0.36,546.24
2023-08-10,家居用品,卫浴,浴缸套装,135,150053.81,4914.45,21628.06,0.16,1111.51
2023-08-10,电子产品,智能手表,Garmin,54,421320.9,9697.27,30897.37,0.46,7802.24
2023-08-10,食品,零食,饼干,324,215636.98,4443.59,16144.74,0.15,665.55
2023-08-10,家居用品,收纳,收纳柜,109,90671.25,2728.99,12699.84,0.29,831.85
2023-08-10,食品,调味品,酱油,71,31307.07,727.63,4682.68,0.18,440.94
2023-08-10,电子产品,配件,无线耳机,79,767451.68,18866.11,45056.11,0.49,9714.58
2023-08-10,家居用品,卫浴,镜子,190,315101.23,9127.06,17287.21,0.46,1658.43
2023-08-10,食品,零食,薯片,81,75909.04,2390.23,9271.27,0.33,937.15
2023-08-11,家居用品,家具,书柜,66,233243.07,7241.03,16057.54,0.47,3533.99
2023-08-11,家居用品,卫浴,花洒,133,291312.94,5234.67,33239.41,0.23,2190.32
2023-08-11,服装,男装,夹克,164,166307.54,3530.71,14936.41,0.36,1014.07
2023-08-11,食品,调味品,调味料,273,61055.03,2618.36,3568.18,0.23,223.64
2023-08-11,服装,运动装,李宁,10,24755.99,998.54,3603.2,0.22,2475.6
2023-08-11,家居用品,厨具,料理机,103,171342.34,7496.44,22626.12,0.49,1663.52
2023-08-11,家居用品,家纺,床上四件套,152,542173.18,19726.48,48453.6,0.23,3566.93
2023-08-11,电子产品,智能手表,Apple Watch,63,597968.26,22219.18,48734.78,0.33,9491.56
2023-08-11,电子产品,游戏机,PS4 Pro,29,85480.95,1354.95,9449.69,0.44,2947.62
2023-08-12,食品,调味品,进口橄榄油,343,151518.76,2581.28,22667.05,0.35,441.75
2023-08-12,电子产品,相机,松下S5,68,504675.56,16476.96,65301.02,0.47,7421.7
2023-08-12,食品,调味品,醋,47,2837.6,124.51,284.56,0.16,60.37
2023-08-12,食品,粮油,有机大米,221,46641.51,2300.31,5141.8,0.18,211.05
2023-08-12,电子产品,配件,平板保护套,7,10052.28,471.78,627.73,0.17,1436.04
2023-08-12,家居用品,灯具,水晶吊灯,84,175362.34,5098.42,16799.63,0.25,2087.65
2023-08-12,服装,配饰,奢侈品包包,229,90629.2,2175.1,7821.91,0.3,395.76
2023-08-12,家居用品,厨具,料理机,118,293113.75,2954.2,40297.77,0.4,2484.01
2023-08-12,电子产品,笔记本,戴尔XPS,42,100065.81,3889.1,13722.63,0.23,2382.52
2023-08-12,食品,调味品,松露油,400,282431.05,4148.08,20249.81,0.5,706.08
2023-08-12,家居用品,家具,床架,50,197983.18,5490.24,18916.8,0.2,3959.66
2023-08-12,食品,粮油,调和油,498,405333.49,9381.6,55759.46,0.35,813.92
2023-08-12,家居用品,灯具,台灯,37,183383.89,3905.16,16562.6,0.15,4956.32
2023-08-12,服装,配饰,手表,178,160292.52,4376.22,12606.94,0.4,900.52
2023-08-12,家居用品,收纳,收纳盒,7,32268.46,446.23,3654.6,0.38,4609.78
2023-08-12,食品,饮料,进口红酒,151,42078.77,1607.68,3346.64,0.15,278.67
2023-08-12,食品,零食,薯片,274,250698.86,3781.95,13356.06,0.44,914.96
2023-08-12,家居用品,灯具,台灯,30,79986.03,3345.34,8599.18,0.46,2666.2
2023-08-13,食品,生鲜,蔬菜,440,375800.8,7810.75,19449.87,0.4,854.09
2023-08-13,电子产品,智能手表,华为Watch,43,173450.16,5885.89,20368.92,0.45,4033.72
2023-08-13,食品,调味品,调味料,291,65893.38,1019.47,9044.93,0.46,226.44
2023-08-13,服装,配饰,奢侈品包包,221,345741.07,16530.16,40924.06,0.18,1564.44
2023-08-13,电子产品,平板电脑,华为MatePad,39,232702.29,10881.01,23930.67,0.24,5966.73
2023-08-13,电子产品,游戏机,Switch Lite,96,201347.37,8454.87,16468.9,0.28,2097.37
2023-08-13,电子产品,配件,充电器,45,109461.16,4159.81,7719.41,0.45,2432.47
2023-08-13,食品,粮油,调和油,350,200170.22,2477.2,18202.27,0.19,571.91
2023-08-13,家居用品,家纺,毛巾套装,184,208555.95,7951.52,28166.97,0.41,1133.46
2023-08-13,食品,粮油,进口面粉,216,45162.79,634.54,4755.35,0.21,209.09
2023-08-13,家居用品,厨具,料理机,161,548146.5,12148.98,75181.36,0.32,3404.64
2023-08-13,家居用品,家纺,床上四件套,39,114108.13,3319.42,6854.21,0.21,2925.85
2023-08-13,家居用品,厨具,进口刀具,148,719708.27,35036.2,79251.95,0.33,4862.89
2023-08-13,家居用品,灯具,水晶吊灯,21,34296.38,587.3,4679.63,0.42,1633.16
2023-08-14,食品,粮油,橄榄油,457,426157.17,10241.47,43191.48,0.5,932.51
2023-08-14,服装,运动装,彪马,110,162374.48,6905.21,9327.16,0.34,1476.13
2023-08-14,服装,男装,裤子,95,284644.08,4942.57,17167.29,0.29,2996.25
2023-08-14,电子产品,配件,手机壳,27,185595.71,2576.29,11600.37,0.31,6873.92
2023-08-14,服装,男装,衬衫,269,664384.45,15675.82,79862.9,0.43,2469.83
2023-08-14,食品,生鲜,牛肉,417,314753.78,7455.58,36733.8,0.42,754.81
2023-08-14,服装,配饰,帽子,263,126185.93,3474.45,16715.67,0.24,479.79
2023-08-14,服装,配饰,奢侈品包包,26,14979.81,490.89,2108.21,0.3,576.15
2023-08-14,服装,童装,连衣裙,14,33191.17,1333.19,3189.0,0.23,2370.8
2023-08-14,服装,男装,衬衫,41,99862.25,3106.93,10782.77,0.3,2435.66
2023-08-14,电子产品,游戏机,PS5,5,4702.67,72.94,406.02,0.17,940.53
2023-08-14,电子产品,相机,松下S5,63,617493.69,10916.94,60063.73,0.22,9801.49
2023-08-14,服装,童装,品牌童装,212,48889.15,1259.85,4359.33,0.49,230.61
2023-08-15,家居用品,收纳,收纳盒,54,268777.91,3133.66,16100.47,0.15,4977.37
2023-08-15,家居用品,卫浴,智能马桶,146,232285.31,11062.52,29565.22,0.18,1591.0
2023-08-15,服装,男装,衬衫,256,239972.25,3270.18,18357.29,0.21,937.39
2023-08-15,电子产品,配件,笔记本支架,69,103001.75,1889.03,10756.5,0.47,1492.78
2023-08-15,家居用品,家纺,地毯,165,417427.68,14783.28,44473.27,0.4,2529.86
2023-08-15,电子产品,相机,佳能R6,90,232579.71,10208.22,27844.37,0.27,2584.22
2023-08-15,家居用品,灯具,北欧吊灯,30,78522.94,3372.02,11207.57,0.39,2617.43
2023-08-15,电子产品,笔记本,戴尔XPS,40,160069.36,7706.01,15623.7,0.21,4001.73
2023-08-15,电子产品,手机,华为P60,69,622205.93,26596.54,45653.64,0.39,9017.48
2023-08-16,家居用品,厨具,炒锅套装,131,82786.42,1478.02,11108.13,0.49,631.96
2023-08-16,家居用品,家纺,床上四件套,5,17594.15,655.04,1619.37,0.21,3518.83
2023-08-16,家居用品,收纳,整体衣柜,188,641595.58,18509.82,90408.09,0.27,3412.74
2023-08-16,家居用品,卫浴,浴缸套装,198,555187.07,24953.66,39686.94,0.29,2803.98
2023-08-16,家居用品,家纺,地毯,199,439177.2,18756.15,28575.13,0.3,2206.92
2023-08-16,家居用品,灯具,射灯,103,100891.86,2060.42,8403.41,0.46,979.53
2023-08-16,食品,饮料,进口红酒,457,309790.02,13311.18,27360.69,0.35,677.88
2023-08-16,电子产品,游戏机,PS4 Pro,99,139871.39,2399.19,15100.14,0.17,1412.84
2023-08-16,服装,男装,夹克,108,112621.42,3160.16,15758.95,0.45,1042.79
2023-08-16,电子产品,相机,富士X-T4,43,68018.74,803.87,3415.13,0.44,1581.83
2023-08-16,食品,饮料,茅台酒,493,409922.58,18448.95,31049.51,0.43,831.49
2023-08-17,服装,配饰,奢侈品包包,71,126530.68,2141.48,8586.37,0.42,1782.12
2023-08-17,家居用品,厨具,进口刀具,121,431057.77,5572.89,44093.99,0.36,3562.46
2023-08-17,食品,饮料,矿泉水,246,72409.69,1054.41,7364.82,0.24,294.35
2023-08-17,家居用品,家具,办公椅,66,51412.21,2062.7,5847.36,0.21,778.97
2023-08-17,食品,饮料,矿泉水,397,19653.79,981.18,1719.98,0.28,49.51
2023-08-17,家居用品,灯具,北欧吊灯,97,256722.37,7137.69,35062.27,0.37,2646.62
2023-08-17,电子产品,相机,佳能R6,47,171080.51,8539.91,18747.16,0.31,3640.01
2023-08-17,服装,男装,休闲西装,213,286433.96,10910.79,28133.54,0.38,1344.76
2023-08-17,服装,运动装,安德玛,121,39600.99,997.62,2529.65,0.36,327.28
2023-08-17,食品,生鲜,三文鱼,366,112466.04,5167.29,11789.24,0.35,307.28
2023-08-17,服装,男装,商务西服,65,36612.92,1799.86,1993.29,0.24,563.28
2023-08-17,服装,配饰,手表,119,130122.36,5703.59,17203.48,0.27,1093.47
2023-08-17,电子产品,笔记本,MacBook Pro,33,76165.52,1728.74,10016.66,0.36,2308.05
2023-08-17,食品,粮油,橄榄油,87,54034.5,2268.0,7566.53,0.44,621.09
2023-08-17,家居用品,灯具,水晶吊灯,113,481317.1,6182.42,33982.99,0.28,4259.44
2023-08-17,家居用品,厨具,炒锅套装,126,236947.3,6801.45,18642.65,0.18,1880.53
2023-08-17,服装,运动装,阿迪达斯,217,448306.61,17106.95,25099.97,0.41,2065.93
2023-08-17,服装,男装,休闲西装,23,18723.02,915.58,1743.04,0.39,814.04
2023-08-18,服装,男装,商务西服,225,162787.77,7740.73,24010.81,0.42,723.5
2023-08-18,食品,生鲜,蔬菜,303,136962.5,3247.97,17155.83,0.32,452.02
